Time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
0:00:00,0.079,0.078,0.081,0.08,0.08,0.081,0.081,0.081,0.08,0.081,0.08,0.08,0.08,0.104,0.845,0.817,0.805,0.373,0.594,0.68,0.335,0.702,0.582,0.08,0.08,0.103,0.828,0.806,0.808,0.37,0.693,0.559,0.371,0.762,0.559,0.081,0.08,0.102,0.761,0.738,0.759,0.364,0.577,0.645,0.324,0.687,0.724,0.081,0.081,0.104,0.758,0.765,0.758,0.34,0.595,0.638,0.33,0.663,0.718,0.081,0.08,0.104,0.777,0.783,0.772,0.402,0.793,0.604,0.357,0.591,0.662,0.081,0.081,0.103,0.809,0.784,0.768,0.4,0.738,0.625,0.363,0.593,0.643,0.081,0.079,0.08,0.08,0.08,0.083,0.08,0.08,0.082,0.08,0.081,0.08,0.08
0:10:00,0.079,0.077,0.081,0.08,0.08,0.081,0.081,0.081,0.08,0.081,0.08,0.08,0.08,0.104,0.847,0.827,0.814,0.373,0.611,0.692,0.342,0.702,0.585,0.08,0.08,0.103,0.833,0.811,0.813,0.38,0.665,0.564,0.374,0.758,0.563,0.08,0.08,0.102,0.771,0.746,0.765,0.357,0.567,0.645,0.329,0.683,0.708,0.081,0.08,0.104,0.771,0.77,0.766,0.342,0.579,0.631,0.331,0.661,0.701,0.081,0.08,0.103,0.783,0.792,0.778,0.4,0.758,0.605,0.366,0.594,0.66,0.081,0.081,0.103,0.814,0.792,0.775,0.403,0.719,0.633,0.368,0.594,0.643,0.081,0.079,0.08,0.08,0.08,0.082,0.08,0.08,0.082,0.08,0.081,0.08,0.08
0:20:00,0.079,0.078,0.081,0.08,0.08,0.08,0.081,0.081,0.08,0.081,0.08,0.08,0.08,0.105,0.85,0.835,0.818,0.374,0.613,0.692,0.342,0.705,0.588,0.08,0.08,0.103,0.835,0.815,0.819,0.382,0.648,0.569,0.375,0.755,0.569,0.08,0.08,0.102,0.783,0.754,0.767,0.355,0.557,0.635,0.331,0.682,0.702,0.081,0.08,0.103,0.784,0.779,0.775,0.341,0.571,0.617,0.329,0.666,0.689,0.081,0.079,0.103,0.791,0.797,0.788,0.391,0.735,0.608,0.365,0.604,0.653,0.081,0.081,0.103,0.825,0.796,0.778,0.402,0.704,0.634,0.367,0.583,0.644,0.081,0.079,0.08,0.08,0.08,0.082,0.08,0.08,0.081,0.08,0.08,0.08,0.08
0:30:00,0.079,0.078,0.081,0.08,0.08,0.08,0.081,0.081,0.08,0.081,0.08,0.08,0.08,0.104,0.858,0.839,0.825,0.379,0.625,0.699,0.338,0.709,0.59,0.08,0.08,0.103,0.839,0.823,0.825,0.393,0.643,0.573,0.376,0.755,0.573,0.08,0.08,0.102,0.792,0.764,0.779,0.361,0.556,0.647,0.338,0.687,0.696,0.081,0.08,0.103,0.795,0.792,0.781,0.348,0.571,0.613,0.335,0.668,0.686,0.081,0.079,0.103,0.802,0.811,0.801,0.399,0.714,0.609,0.361,0.602,0.654,0.081,0.081,0.103,0.829,0.806,0.788,0.408,0.693,0.641,0.373,0.583,0.656,0.081,0.079,0.08,0.08,0.08,0.083,0.08,0.08,0.081,0.08,0.081,0.08,0.08
0:40:00,0.079,0.078,0.08,0.08,0.08,0.08,0.081,0.081,0.08,0.081,0.08,0.08,0.08,0.105,0.865,0.84,0.83,0.379,0.625,0.692,0.334,0.704,0.592,0.08,0.08,0.103,0.849,0.832,0.833,0.394,0.642,0.577,0.383,0.754,0.575,0.08,0.08,0.102,0.805,0.77,0.793,0.361,0.55,0.644,0.341,0.687,0.693,0.08,0.08,0.103,0.808,0.804,0.798,0.354,0.563,0.603,0.34,0.668,0.68,0.081,0.079,0.103,0.814,0.822,0.812,0.399,0.706,0.618,0.368,0.612,0.654,0.08,0.081,0.103,0.838,0.817,0.797,0.417,0.678,0.646,0.375,0.578,0.658,0.08,0.079,0.08,0.08,0.08,0.083,0.08,0.08,0.081,0.08,0.08,0.08,0.08
0:50:00,0.079,0.078,0.081,0.08,0.08,0.08,0.081,0.081,0.08,0.081,0.08,0.08,0.08,0.104,0.873,0.846,0.838,0.386,0.632,0.701,0.353,0.704,0.594,0.08,0.08,0.103,0.857,0.843,0.834,0.395,0.639,0.577,0.389,0.756,0.582,0.08,0.08,0.102,0.798,0.77,0.801,0.366,0.557,0.655,0.348,0.689,0.699,0.081,0.08,0.104,0.815,0.805,0.805,0.359,0.564,0.607,0.342,0.667,0.681,0.081,0.08,0.103,0.811,0.827,0.811,0.406,0.708,0.621,0.374,0.605,0.663,0.081,0.081,0.103,0.839,0.823,0.806,0.419,0.671,0.653,0.37,0.586,0.667,0.081,0.079,0.08,0.08,0.08,0.084,0.08,0.08,0.082,0.08,0.081,0.08,0.08
1:00:00,0.079,0.078,0.081,0.08,0.08,0.08,0.081,0.081,0.08,0.081,0.08,0.08,0.08,0.105,0.882,0.853,0.847,0.389,0.636,0.695,0.37,0.702,0.596,0.08,0.08,0.103,0.864,0.849,0.839,0.399,0.634,0.577,0.386,0.753,0.583,0.08,0.08,0.102,0.809,0.779,0.805,0.371,0.554,0.65,0.35,0.688,0.703,0.081,0.08,0.103,0.821,0.81,0.804,0.363,0.564,0.599,0.347,0.662,0.68,0.081,0.079,0.103,0.814,0.833,0.824,0.413,0.705,0.624,0.385,0.612,0.662,0.081,0.081,0.103,0.846,0.835,0.803,0.428,0.664,0.654,0.376,0.586,0.662,0.081,0.079,0.08,0.08,0.08,0.085,0.08,0.08,0.081,0.08,0.081,0.08,0.08
1:10:00,0.079,0.078,0.081,0.08,0.08,0.081,0.081,0.081,0.081,0.081,0.081,0.08,0.08,0.104,0.885,0.858,0.853,0.393,0.639,0.697,0.356,0.706,0.6,0.08,0.08,0.103,0.873,0.857,0.844,0.404,0.637,0.578,0.395,0.755,0.589,0.081,0.08,0.102,0.813,0.785,0.813,0.376,0.564,0.666,0.356,0.694,0.706,0.081,0.081,0.103,0.828,0.814,0.804,0.369,0.567,0.606,0.349,0.658,0.689,0.081,0.08,0.103,0.818,0.833,0.829,0.413,0.706,0.624,0.378,0.607,0.666,0.081,0.081,0.103,0.854,0.837,0.812,0.425,0.666,0.661,0.379,0.591,0.665,0.081,0.079,0.08,0.08,0.08,0.083,0.08,0.08,0.082,0.08,0.081,0.08,0.08
1:20:00,0.079,0.078,0.081,0.08,0.08,0.081,0.081,0.081,0.081,0.081,0.081,0.08,0.08,0.105,0.887,0.864,0.855,0.405,0.636,0.688,0.367,0.704,0.6,0.081,0.08,0.103,0.879,0.864,0.849,0.41,0.635,0.578,0.407,0.758,0.591,0.081,0.08,0.102,0.818,0.791,0.819,0.382,0.567,0.662,0.361,0.688,0.702,0.081,0.08,0.103,0.827,0.817,0.808,0.371,0.573,0.606,0.359,0.658,0.694,0.081,0.079,0.103,0.824,0.837,0.833,0.421,0.707,0.625,0.392,0.61,0.668,0.081,0.081,0.103,0.858,0.836,0.821,0.434,0.67,0.664,0.387,0.586,0.665,0.081,0.079,0.08,0.08,0.08,0.083,0.08,0.08,0.082,0.081,0.081,0.08,0.08
1:30:00,0.079,0.078,0.081,0.081,0.08,0.081,0.081,0.081,0.081,0.081,0.081,0.08,0.08,0.104,0.891,0.873,0.857,0.41,0.638,0.689,0.366,0.709,0.602,0.081,0.08,0.103,0.882,0.865,0.851,0.412,0.635,0.575,0.415,0.761,0.595,0.081,0.08,0.102,0.824,0.799,0.817,0.388,0.575,0.673,0.364,0.693,0.701,0.081,0.081,0.103,0.829,0.817,0.813,0.373,0.573,0.611,0.361,0.658,0.695,0.081,0.08,0.103,0.824,0.838,0.837,0.425,0.706,0.626,0.395,0.601,0.671,0.081,0.081,0.103,0.864,0.843,0.824,0.435,0.678,0.667,0.39,0.59,0.671,0.081,0.079,0.08,0.081,0.081,0.084,0.081,0.081,0.082,0.081,0.081,0.08,0.08
